"SAMPLE_NUMBER","LOGIN_DATE","LOGIN_DATE","REPORTABLE","ANALYSIS","REPORTED_NAME","REPORTED_UNITS","ENTRY","REPLICATE_COUNT","PRODUCT","CUSTOMER","IN_SPEC","PRODUCT_GRADE","SAMPLE_NAME","NAME","SAMPLING_POINT"
"8320013","13/02/2016 11:18:43 AM","13/02/2016 11:18:43 AM","T","ICPM050214","Iodine","UG_P_100G","134.763","1","QC","","T","SRM","SRM","ICPM05-16-0018","IRM001A"
"8322621","15/02/2016 07:19:30 AM","15/02/2016 07:19:30 AM","T","ICPM050214","Iodine","UG_P_100G","133.87","1","QC","","T","SRM","SRM","ICPM05-16-0019","IRM001A"
"8322821","15/02/2016 08:34:14 AM","15/02/2016 08:34:14 AM","T","ICPM050214","Iodine","UG_P_100G","141.019","1","QC","","F","SRM","SRM","ICPM05-16-0020","IRM001A"
"8323783","15/02/2016 11:33:40 AM","15/02/2016 11:33:40 AM","T","ICPM050214","Iodine","UG_P_100G","119.406","1","QC","","T","SRM","SRM","ICPM05-16-0021","IRM001A"
"8323986","15/02/2016 12:53:49 PM","15/02/2016 12:53:49 PM","T","ICPM050214","Iodine","UG_P_100G","135.272","1","QC","","F","SRM","SRM","ICPM05-16-0022","IRM001A"
"8324552","15/02/2016 02:56:10 PM","15/02/2016 02:56:10 PM","T","ICPM050214","Iodine","UG_P_100G","137.309","1","QC","","F","SRM","SRM","ICPM05-16-0024","IRM001A"
"8326278","16/02/2016 07:45:15 AM","16/02/2016 07:45:15 AM","T","ICPM050214","Iodine","UG_P_100G","135.623","1","QC","","F","SRM","SRM","ICPM05-16-0025","IRM001A"
"8326922","16/02/2016 09:42:38 AM","16/02/2016 09:42:38 AM","T","IODI010493","Iodine","UG_P_100G","139","1","QC","","T","SRM","SRM","IODI01-16-0020","IRM001A"
"8336657","18/02/2016 10:18:58 AM","18/02/2016 10:18:58 AM","T","ICPM050214","Iodine","UG_P_100G","129.04","1","QC","","T","SRM","SRM","ICPM05-16-0027","IRM001A"
"8337846","18/02/2016 01:22:43 PM","18/02/2016 01:22:43 PM","T","IODI010493","Iodine","UG_P_100G","126","1","QC","","T","SRM","SRM","IODI01-16-0021","IRM001A"
"8343016","19/02/2016 01:35:18 PM","19/02/2016 01:35:18 PM","T","ICPM050214","Iodine","UG_P_100G","234.405","1","QC","","F","SRM","SRM","ICPM05-16-0028","IRM001A"
"8348059","21/02/2016 08:04:14 AM","21/02/2016 08:04:14 AM","T","ICPM050214","Iodine","UG_P_100G","132.211","1","QC","","T","SRM","SRM","ICPM05-16-0029","IRM001A"
"8349591","22/02/2016 08:10:25 AM","22/02/2016 08:10:25 AM","T","ICPM050214","Iodine","UG_P_100G","129.792","1","QC","","T","SRM","SRM","ICPM05-16-0030","IRM001A"
"8355437","23/02/2016 12:25:58 PM","23/02/2016 12:25:58 PM","T","ICPM050214","Iodine","","","1","QC","","T","SRM","SRM","ICPM05-16-0031","IRM001A"
